phase,pc,lag_ms,src,dst,region_src,region_dst,config_count,successful_config_count,stability_fraction,max_k,max_n_subjects,min_p_value,min_q_value,topk_values,min_subjects_values,p0_inflate_values
HandStart__FirstDigitTouch,pc1,0,F7,Fp1,Other,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,0,O2,Fp2,Occipital,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,0,Oz,Fp2,Occipital,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,50,Oz,Fp1,Occipital,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,100,O1,Fp1,Occipital,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,200,Fp1,P7,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc3,50,P8,PO10,Parietal,Occipital,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc1,50,Cz,FC2,Frontocentral,Frontocentral,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc1,100,TP10,T8,Temporal,Temporal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc1,150,TP10,T8,Temporal,Temporal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc2,0,F3,Fp2,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc2,50,Fp2,P4,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc2,50,Fp2,Pz,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc2,100,Fp1,FC1,Frontal,Frontocentral,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc2,150,Fp2,F4,Frontal,Frontocentral,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc2,200,Fp1,P4,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc2,200,Fp2,P3,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
LiftOff__Replace,pc3,200,TP9,PO9,Temporal,Occipital,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc1,50,Fp2,O1,Frontal,Occipital,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc1,50,Fp2,O2,Frontal,Occipital,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc1,100,P3,Fp1,Parietal,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,0,F4,Fp1,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,150,F7,Fp1,Other,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,200,F3,Fp1,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,200,Oz,Fp2,Occipital,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc3,50,F8,FC5,Other,Frontocentral,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc3,150,Fp1,Pz,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc3,200,Fp1,P7,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc3,200,Fp1,P8,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc3,200,Fp2,P3,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
Replace__BothReleased,pc3,200,Fp2,P7,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,150,Fp2,Pz,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,200,Pz,CP2,Parietal,Parietal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,50,P8,PO10,Parietal,Occipital,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,200,Fp2,F4,Frontal,Frontocentral,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,FC1,Fp1,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,P8,PO10,Parietal,Occipital,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc1,0,TP10,T8,Temporal,Temporal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc1,200,TP10,FC1,Temporal,Frontocentral,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,0,Fp2,Fp1,Frontal,Frontal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,200,Fp1,P8,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc3,50,O2,O1,Occipital,Occipital,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
LiftOff__Replace,pc1,50,FC2,Cz,Frontocentral,Frontocentral,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
LiftOff__Replace,pc3,0,O2,PO10,Occipital,Occipital,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,100,F4,Fp2,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,100,F7,Fp1,Other,Frontal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,150,Fp1,F7,Frontal,Other,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,200,F3,Fp2,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,200,F4,Fp2,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,200,F8,Fp2,Other,Frontal,5,27,0.18518518518518517,4,12,0.002968335608119265,0.002968335608119265,5 10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,50,CP2,Pz,Parietal,Parietal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,0,O1,Fp1,Occipital,Frontal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,0,Oz,Fp1,Occipital,Frontal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,150,Fp1,F4,Frontal,Frontocentral,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,150,Fp2,P7,Frontal,Parietal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc2,50,O2,Fp2,Occipital,Frontal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc2,200,Fp2,P4,Frontal,Parietal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,0,Fz,Fp1,Frontal,Frontal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,50,FC1,Cz,Frontocentral,Frontocentral,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,50,Pz,Cz,Parietal,Frontocentral,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
LiftOff__Replace,pc2,200,Fp2,F3,Frontal,Frontocentral,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
LiftOff__Replace,pc3,100,CP1,TP10,Parietal,Temporal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
Replace__BothReleased,pc1,200,Fp1,Oz,Frontal,Occipital,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,0,TP9,Fp1,Temporal,Frontal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,50,PO9,Fp1,Occipital,Frontal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,100,TP9,Fp1,Temporal,Frontal,4,27,0.14814814814814814,5,12,0.0012440595004031103,0.0012440595004031103,15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,0,F4,Fp2,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc1,50,C3,FC1,Frontocentral,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc1,150,F8,FC6,Other,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc1,200,CP2,Cz,Parietal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc1,200,Fp2,P3,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,0,CP2,Fp1,Parietal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,0,FC2,Fp1,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,0,PO9,Fp2,Occipital,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,100,Fp2,F7,Frontal,Other,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,150,Fp1,CP5,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,200,Fp2,O1,Frontal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,0,O2,O1,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,50,Fp1,Fp2,Frontal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,50,Fz,Oz,Frontal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,150,Fp2,Fp1,Frontal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,200,Fp1,F7,Frontal,Other,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,200,P3,F4,Parietal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,200,PO9,PO10,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc1,150,F8,FC6,Other,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc1,200,Fp2,P7,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc1,200,Pz,CP2,Parietal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,F3,Fp2,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,F4,Fp1,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,FC2,Fp1,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,PO10,Fp1,Occipital,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,Pz,Fp2,Parietal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,Fp2,F4,Frontal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,100,Fp2,F4,Frontal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,100,Fp2,F7,Frontal,Other,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,150,Fp1,CP5,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,CP6,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc3,0,Fp1,F4,Frontal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,Fp1,Fp2,Frontal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,Fz,O2,Frontal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,O2,O1,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,P3,Oz,Parietal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc3,100,Fp2,F7,Frontal,Other,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc3,200,F3,PO10,Frontocentral,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc1,0,F4,Fp2,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc1,0,Fz,Fp1,Frontal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc1,0,P4,F7,Parietal,Other,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc1,50,FC2,FC1,Frontocentral,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc1,50,T7,TP9,Temporal,Temporal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc1,200,CP2,Cz,Parietal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc1,200,Fp2,F4,Frontal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc2,0,CP2,Fp1,Parietal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc2,50,FC2,Fp1,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc2,50,Oz,O2,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc2,100,F4,Fp1,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc2,150,F8,Fp2,Other,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc2,200,Fp1,P3,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc2,200,Fp2,CP5,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc2,200,Fp2,Fz,Frontal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc3,0,O1,PO9,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc3,0,PO9,PO10,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc3,50,Fp1,F7,Frontal,Other,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc3,50,Fz,O1,Frontal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc3,50,O2,PO10,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc3,100,O2,PO10,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc3,150,Fp1,PO9,Frontal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc3,150,Fp2,Fp1,Frontal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
HandStart__FirstDigitTouch,pc3,200,Fp1,F4,Frontal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc1,0,F4,Fp2,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc1,50,Cz,FC1,Frontocentral,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc1,200,CP2,Cz,Parietal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc1,200,FC2,FC1,Frontocentral,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc2,0,O2,Oz,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc2,0,PO10,Oz,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc2,0,PO9,O1,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc2,50,O1,Oz,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc2,200,Fp2,CP5,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc2,200,Fp2,P7,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,0,Fp2,F4,Frontal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,0,P3,P8,Parietal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,50,F3,O1,Frontocentral,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,50,Fz,Oz,Frontal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,100,CP1,P8,Parietal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,200,Fz,P8,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,200,O1,P8,Occipital,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,200,P3,O1,Parietal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,200,P3,Oz,Parietal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
LiftOff__Replace,pc3,200,P8,PO10,Parietal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc1,0,Fp2,P8,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc1,100,Fp2,PO9,Frontal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc1,100,O2,Fp1,Occipital,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc1,200,CP1,Pz,Parietal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc1,200,Fp1,F3,Frontal,Frontocentral,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc1,200,Fp1,O1,Frontal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc1,200,Fp1,P8,Frontal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc1,200,Fp1,PO10,Frontal,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,0,F8,Fp1,Other,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,0,O2,Oz,Occipital,Occipital,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
